Name;URL;Author;Price;Number of Ratings;Average Rating
Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo;https://www.amazon.com/Tonight-Oliver-Presents-Marlon-Bundo/dp/145217380X?_encoding=UTF8&psc=1;Jill Twiss;$18.99;2922;4.9 out of 5 stars
A Higher Loyalty: Truth, Lies, and Leadership;https://www.amazon.com/Higher-Loyalty-Truth-Lies-Leadership/dp/1250192455?_encoding=UTF8&psc=1;James Comey;$17.99;Not available;Not available
Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends;https://www.amazon.com/Secret-Empires-American-Political-Corruption/dp/0062569368?_encoding=UTF8&psc=1;Peter Schweizer;$18.06;Not available;Not available
Marlon Bundo's Day in the Life of the Vice President;https://www.amazon.com/Marlon-Bundos-Life-Vice-President/dp/1621577767?_encoding=UTF8&psc=1;Charlotte Pence;$13.51;50;4.7 out of 5 stars
Food: What the Heck Should I Eat?;https://www.amazon.com/Food-What-Heck-Should-Eat/dp/0316338869?_encoding=UTF8&psc=1;Mark Hyman M.D.;$16.80;162;4.6 out of 5 stars
Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump;https://www.amazon.com/Russian-Roulette-Inside-America-Election/dp/1538728753?_encoding=UTF8&psc=1;Michael Isikoff;$18.00;106;4.5 out of 5 stars
12 Rules for Life: An Antidote to Chaos;https://www.amazon.com/12-Rules-Life-Antidote-Chaos/dp/0345816021?_encoding=UTF8&psc=1;Jordan B. Peterson;$15.57;1450;4.8 out of 5 stars
Llama Llama Easter Egg;https://www.amazon.com/Llama-Easter-Egg-Anna-Dewdney/dp/0451469828?_encoding=UTF8&psc=1;Anna Dewdney;$5.32;213;4.5 out of 5 stars
A Wrinkle in Time (Time Quintet);https://www.amazon.com/Wrinkle-Time-Quintet/dp/0312367546?_encoding=UTF8&psc=1;Madeleine L'Engle;$5.26;2935;4.5 out of 5 stars
Peppa's Easter Egg Hunt (Peppa Pig);https://www.amazon.com/Peppas-Easter-Egg-Hunt-Peppa/dp/0545881307?_encoding=UTF8&psc=1;Scholastic;$3.13;178;4.8 out of 5 stars
The Don't Laugh Challenge - Easter Edition: Easter Edition - Don't Laugh Challenge: Easter Joke Book for Kids with Knock-Knock Jokes and Riddles Included;https://www.amazon.com/Dont-Laugh-Challenge-Knock-Knock-Included/dp/1945006803?_encoding=UTF8&psc=1;Don't Laugh Joke;$7.28;10;5.0 out of 5 stars
Happy Easter, Mouse! (If You Give...);https://www.amazon.com/Happy-Easter-Mouse-You-Give/dp/0694014222?_encoding=UTF8&psc=1;Laura Numeroff;$5.63;280;4.5 out of 5 stars
A Brief History of Time;https://www.amazon.com/Brief-History-Time-Stephen-Hawking/dp/0553380168?_encoding=UTF8&psc=1;Stephen Hawking;$11.41;2123;4.5 out of 5 stars
Easter Eggstravaganza Mad Libs;https://www.amazon.com/Easter-Eggstravaganza-Libs-Roger-Price/dp/0843172525?_encoding=UTF8&psc=1;Roger Price;$4.23;134;4.6 out of 5 stars
Ready Player One: A Novel;https://www.amazon.com/Ready-Player-One-Ernest-Cline/dp/0307887448?_encoding=UTF8&psc=1;Ernest Cline;$8.79;16238;4.6 out of 5 stars
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life;https://www.amazon.com/Subtle-Art-Not-Giving-Counterintuitive/dp/0062457713?_encoding=UTF8&psc=1;Mark Manson;$14.99;3221;4.4 out of 5 stars
Magnolia Table: A Collection of Recipes for Gathering;https://www.amazon.com/Magnolia-Table-Collection-Recipes-Gathering/dp/006282015X?_encoding=UTF8&psc=1;Joanna Gaines;$17.99;Not available;Not available
Little Fires Everywhere;https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng/dp/0735224293?_encoding=UTF8&psc=1;Celeste Ng;$15.28;1992;4.4 out of 5 stars
The 5 Love Languages: The Secret to Love that Lasts;https://www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X?_encoding=UTF8&psc=1;Gary Chapman;$9.59;12662;4.8 out of 5 stars
I've Loved You Since Forever;https://www.amazon.com/Ive-Loved-You-Since-Forever/dp/0062841742?_encoding=UTF8&psc=1;Hoda Kotb;$12.00;48;4.5 out of 5 stars
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;https://www.amazon.com/You-Are-Badass-Doubting-Greatness/dp/0762447699?_encoding=UTF8&psc=1;Jen Sincero;$9.60;3338;4.6 out of 5 stars
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4);https://www.amazon.com/Dog-Man-Cat-Kid-Underpants/dp/0545935180?_encoding=UTF8&psc=1;Dav Pilkey;$6.79;322;4.9 out of 5 stars
Children of Blood and Bone (Legacy of Orisha);https://www.amazon.com/Children-Blood-Bone-Legacy-Orisha/dp/1250170974?_encoding=UTF8&psc=1;Tomi Adeyemi;$11.39;137;4.8 out of 5 stars
Goodnight Moon;https://www.amazon.com/Goodnight-Moon-Margaret-Wise-Brown/dp/0694003611?_encoding=UTF8&psc=1;Margaret Wise Brown;$5.93;3174;4.7 out of 5 stars
Killing the Deep State: The Fight to Save President Trump;https://www.amazon.com/Killing-Deep-State-Fight-President/dp/1630061026?_encoding=UTF8&psc=1;Jerome R. Corsi;$17.99;222;4.9 out of 5 stars
Simon vs. the Homo Sapiens Agenda;https://www.amazon.com/Simon-vs-Homo-Sapiens-Agenda/dp/006234868X?_encoding=UTF8&psc=1;Becky Albertalli;$6.69;748;4.7 out of 5 stars
Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life;https://www.amazon.com/Genius-Foods-Smarter-Productive-Protecting/dp/0062562851?_encoding=UTF8&psc=1;Max Lugavere;$18.29;1;5.0 out of 5 stars
First 100 Words;https://www.amazon.com/First-100-Words-Roger-Priddy/dp/0312510780?_encoding=UTF8&psc=1;Roger Priddy;$4.21;7799;4.6 out of 5 stars
Milk and Honey;https://www.amazon.com/Milk-Honey-Rupi-Kaur/dp/144947425X?_encoding=UTF8&psc=1;Rupi Kaur;$8.99;5330;4.6 out of 5 stars
Giraffes Can't Dance;https://www.amazon.com/Giraffes-Cant-Dance-Giles-Andreae/dp/0545392551?_encoding=UTF8&psc=1;Giles Andreae;$5.06;3811;4.7 out of 5 stars
Pinkalicious: Eggstraordinary Easter;https://www.amazon.com/Pinkalicious-Eggstraordinary-Easter-Victoria-Kann/dp/0062187724?_encoding=UTF8&psc=1;Victoria Kann;$4.74;92;4.7 out of 5 stars
God Gave Us Easter;https://www.amazon.com/Gave-Easter-Lisa-Tawn-Bergren/dp/0307730727?_encoding=UTF8&psc=1;Lisa Tawn Bergren;$7.31;252;4.6 out of 5 stars
I've Been Thinking . . .: Reflections, Prayers, and Meditations for a Meaningful Life;https://www.amazon.com/Ive-Been-Thinking-Reflections-Meditations/dp/0525522603?_encoding=UTF8&psc=1;Maria Shriver;$11.99;142;4.9 out of 5 stars
The Wonderful Things You Will Be;https://www.amazon.com/Wonderful-Things-You-Will-Be/dp/0385376715?_encoding=UTF8&psc=1;Emily Winfield Martin;$11.51;1437;4.8 out of 5 stars
The Very Hungry Caterpillar;https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?_encoding=UTF8&psc=1;Eric Carle;$6.61;3412;4.6 out of 5 stars
The Whole30: The 30-Day Guide to Total Health and Food Freedom;https://www.amazon.com/Whole30-30-Day-Guide-Health-Freedom/dp/0544609719?_encoding=UTF8&psc=1;Melissa Hartwig;$18.00;3186;4.6 out of 5 stars
The Great Easter Race! (Sesame Street Scribbles);https://www.amazon.com/Great-Easter-Sesame-Street-Scribbles/dp/1492638374?_encoding=UTF8&psc=1;Sesame Workshop;$4.65;6;5.0 out of 5 stars
Wonder;https://www.amazon.com/Wonder-R-J-Palacio/dp/0375869026?_encoding=UTF8&psc=1;R. J. Palacio;$10.19;12540;4.9 out of 5 stars
Dear Zoo: A Lift-the-Flap Book;https://www.amazon.com/Dear-Zoo-Lift-Flap-Book/dp/141694737X?_encoding=UTF8&psc=1;Rod Campbell;$4.71;2555;4.8 out of 5 stars
Horns to Toes and in Between;https://www.amazon.com/Horns-Toes-Between-Sandra-Boynton/dp/0671493191?_encoding=UTF8&psc=1;Sandra Boynton;$3.09;126;4.5 out of 5 stars
Big Preschool Workbook;https://www.amazon.com/Preschool-Workbook-School-Zone-Staff/dp/0887431453?_encoding=UTF8&psc=1;School Zone Staff;$7.49;691;4.7 out of 5 stars
How to Win Friends & Influence People;https://www.amazon.com/How-Win-Friends-Influence-People/dp/0671027034?_encoding=UTF8&psc=1;Dale Carnegie;$9.60;8044;4.7 out of 5 stars
Pete the Cat: Big Easter Adventure;https://www.amazon.com/Pete-Cat-Big-Easter-Adventure/dp/006219867X?_encoding=UTF8&psc=1;James Dean;$7.18;211;4.6 out of 5 stars
The Berenstain Bears and the Easter Story: Stickers Included! (Berenstain Bears/Living Lights);https://www.amazon.com/Berenstain-Bears-Easter-Story-Stickers/dp/0310720877?_encoding=UTF8&psc=1;Mike Berenstain;$4.01;344;4.6 out of 5 stars
Call Me by Your Name: A Novel;https://www.amazon.com/Call-Me-Your-Name-Novel/dp/1250169445?_encoding=UTF8&psc=1;André Aciman;$10.13;1121;4.6 out of 5 stars
The Sun and Her Flowers;https://www.amazon.com/Sun-Her-Flowers-Rupi-Kaur/dp/1449486797?_encoding=UTF8&psc=1;Rupi Kaur;$10.19;657;4.6 out of 5 stars
Before We Were Yours: A Novel;https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?_encoding=UTF8&psc=1;Lisa Wingate;$15.60;5788;4.7 out of 5 stars
The Great Alone: A Novel;https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah/dp/0312577230?_encoding=UTF8&psc=1;Kristin Hannah;$17.39;1351;4.6 out of 5 stars
"Bear Says ""Thank You"" (Hello Genius)";https://www.amazon.com/Bear-Says-Thank-Hello-Genius/dp/1404867864?_encoding=UTF8&psc=1;Michael Dahl;$7.19;49;4.8 out of 5 stars
Player's Handbook (Dungeons & Dragons);https://www.amazon.com/Players-Handbook-Dungeons-Dragons-Wizards/dp/0786965606?_encoding=UTF8&psc=1;Wizards RPG Team;$29.97;2487;4.6 out of 5 stars
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle;https://www.amazon.com/Complete-Ketogenic-Diet-Beginners-Essential/dp/1623158087?_encoding=UTF8&psc=1;Amy Ramos;$9.03;682;4.2 out of 5 stars
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;https://www.amazon.com/Ill-Be-Gone-Dark-Obsessive/dp/0062319787?_encoding=UTF8&psc=1;Michelle McNamara;$16.79;138;4.6 out of 5 stars
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);https://www.amazon.com/Four-Agreements-Practical-Personal-Freedom/dp/1878424319?_encoding=UTF8&psc=1;Don Miguel Ruiz;$7.77;6910;4.6 out of 5 stars
The Life of /La Vida De Selena: A Lil' Libros Bilingual Biography (English and Spanish Edition);https://www.amazon.com/Life-Vida-Selena-Bilingual-Biography/dp/0986109991?_encoding=UTF8&psc=1;Patty Rodriguez;$5.99;60;4.7 out of 5 stars
The Pout-Pout Fish;https://www.amazon.com/Pout-Pout-Fish-Deborah-Diesen/dp/0374360979?_encoding=UTF8&psc=1;Deborah Diesen;$5.79;2272;4.8 out of 5 stars
Educated: A Memoir;https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?_encoding=UTF8&psc=1;Tara Westover;$16.80;375;4.7 out of 5 stars
Happy Easter, Little Critter (Little Critter) (Look-Look);https://www.amazon.com/Happy-Easter-Little-Critter-Look-Look/dp/0307117235?_encoding=UTF8&psc=1;Mercer Mayer;$3.78;103;4.5 out of 5 stars
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain";https://www.amazon.com/Plant-Paradox-Dangers-Healthy-Disease/dp/006242713X?_encoding=UTF8&psc=1;Dr. Steven R Gundry;$16.79;1241;4.5 out of 5 stars
Love You Forever;https://www.amazon.com/Love-You-Forever-Robert-Munsch/dp/0920668372?_encoding=UTF8&psc=1;Robert Munsch;$4.46;6356;4.8 out of 5 stars
Brown Bear, Brown Bear, What Do You See?;https://www.amazon.com/Brown-Bear-What-You-See/dp/0805047905?_encoding=UTF8&psc=1;Bill Martin Jr.;$6.08;2671;4.8 out of 5 stars
Beneath a Scarlet Sky: A Novel;https://www.amazon.com/Beneath-Scarlet-Sky-Mark-Sullivan/dp/1503943372?_encoding=UTF8&psc=1;Mark Sullivan;$8.63;16775;4.8 out of 5 stars
Oh, the Places You'll Go!;https://www.amazon.com/Oh-Places-Youll-Dr-Seuss/dp/0679805273?_encoding=UTF8&psc=1;Dr. Seuss;$12.76;4028;4.9 out of 5 stars
What Can I Bring?: Southern Food for Any Occasion Life Serves Up;https://www.amazon.com/What-Can-Bring-Southern-Occasion/dp/0848754387?_encoding=UTF8&psc=1;Elizabeth Heiskell;$19.49;87;4.3 out of 5 stars
Fire and Fury: Inside the Trump White House;https://www.amazon.com/Fire-Fury-Inside-Trump-White/dp/1250158060?_encoding=UTF8&psc=1;Michael Wolff;$18.00;7754;4.3 out of 5 stars
Baby Touch and Feel: Animals;https://www.amazon.com/Baby-Touch-Feel-Animals-DK/dp/0756634687?_encoding=UTF8&psc=1;DK;$4.19;1618;4.5 out of 5 stars
I Can Only Imagine: A Memoir;https://www.amazon.com/I-Can-Only-Imagine-Memoir/dp/0785216731?_encoding=UTF8&psc=1;Bart Millard;$10.48;151;5.0 out of 5 stars
Astrophysics for People in a Hurry;https://www.amazon.com/Astrophysics-People-Hurry-deGrasse-Tyson/dp/0393609391?_encoding=UTF8&psc=1;Neil deGrasse Tyson;$11.37;2566;4.6 out of 5 stars
Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be;https://www.amazon.com/Girl-Wash-Your-Face-Believing/dp/1400201659?_encoding=UTF8&psc=1;Rachel Hollis;$13.04;1103;4.9 out of 5 stars
Little Blue Truck's Springtime;https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?_encoding=UTF8&psc=1;Alice Schertle;$9.74;66;3.6 out of 5 stars
The Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals;https://www.amazon.com/Instant-Electric-Pressure-Cooker-Cookbook/dp/1623156122?_encoding=UTF8&psc=1;Laurel Randolph;$8.99;2218;4.1 out of 5 stars
An American Marriage: A Novel (Oprah's Book Club 2018 Selection);https://www.amazon.com/American-Marriage-Novel-Oprahs-Selection/dp/1616208775?_encoding=UTF8&psc=1;Tayari Jones;$16.17;572;4.6 out of 5 stars
Don't Bullsh*t Yourself!: Crush the Excuses That Are Holding You Back;https://www.amazon.com/Dont-Bullsh-Yourself-Excuses-Holding/dp/0735217009?_encoding=UTF8&psc=1;Jon Taffer;$15.60;9;4.0 out of 5 stars
What to Expect When You're Expecting;https://www.amazon.com/What-Expect-When-Youre-Expecting/dp/0761187480?_encoding=UTF8&psc=1;Heidi Murkoff;$14.36;4171;4.4 out of 5 stars
The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began;https://www.amazon.com/Rock-Road-Rabbi-Journey-Scriptural/dp/0785215964?_encoding=UTF8&psc=1;Kathie Lee Gifford;$14.99;39;4.3 out of 5 stars
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering;https://www.amazon.com/Lettering-Modern-Calligraphy-Beginners-Guide/dp/1948209004?_encoding=UTF8&psc=1;Paper Peony Press;$6.72;149;4.5 out of 5 stars
The Alchemist;https://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?_encoding=UTF8&psc=1;Paulo Coelho;$10.19;11776;4.6 out of 5 stars
The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence;https://www.amazon.com/Keto-Diet-Complete-Delectable-Confidence/dp/1628600160?_encoding=UTF8&psc=1;Leanne Vogel;$20.97;1436;4.6 out of 5 stars
Enlightenment Now: The Case for Reason, Science, Humanism, and Progress;https://www.amazon.com/Enlightenment-Now-Science-Humanism-Progress/dp/0525427570?_encoding=UTF8&psc=1;Steven Pinker;$21.00;167;3.7 out of 5 stars
Fahrenheit 451;https://www.amazon.com/Fahrenheit-451-Ray-Bradbury/dp/1451673310?_encoding=UTF8&psc=1;Ray Bradbury;$8.99;3589;4.4 out of 5 stars
Principles: Life and Work;https://www.amazon.com/Principles-Life-Work-Ray-Dalio/dp/1501124021?_encoding=UTF8&psc=1;Ray Dalio;$18.00;441;4.5 out of 5 stars
The Great Gatsby;https://www.amazon.com/Great-Gatsby-F-Scott-Fitzgerald/dp/0743273567?_encoding=UTF8&psc=1;F. Scott Fitzgerald;$10.35;6521;4.3 out of 5 stars
The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition;https://www.amazon.com/Care-Keeping-You-Younger-Revised/dp/1609580834?_encoding=UTF8&psc=1;Valorie Schaefer;$8.89;2456;4.8 out of 5 stars
Welcome Little One;https://www.amazon.com/Welcome-Little-One-Sandra-Magsamen/dp/1492632643?_encoding=UTF8&psc=1;Sandra Magsamen;$4.47;121;4.8 out of 5 stars
Fancy Nancy and the Missing Easter Bunny;https://www.amazon.com/Fancy-Nancy-Missing-Easter-Bunny/dp/0062377922?_encoding=UTF8&psc=1;Jane O'Connor;$3.91;15;4.3 out of 5 stars
Potty (Leslie Patricelli board books);https://www.amazon.com/Potty-Leslie-Patricelli-board-books/dp/0763644765?_encoding=UTF8&psc=1;Leslie Patricelli;$4.00;2960;4.6 out of 5 stars
Unfu*k Yourself: Get Out of Your Head and into Your Life;https://www.amazon.com/Unfu-Yourself-Your-Head-into/dp/0062803832?_encoding=UTF8&psc=1;Gary John Bishop;$11.99;517;4.5 out of 5 stars
The Woman in the Window: A Novel;https://www.amazon.com/Woman-Window-Novel-J-Finn/dp/0062678418?_encoding=UTF8&psc=1;A. J. Finn;$16.19;1756;4.4 out of 5 stars
Count on the Easter Pups! (PAW Patrol);https://www.amazon.com/Count-Easter-Pups-PAW-Patrol/dp/1524768723?_encoding=UTF8&psc=1;Random House;$6.28;4;5.0 out of 5 stars
The Hate U Give;https://www.amazon.com/Hate-U-Give-Angie-Thomas/dp/0062498533?_encoding=UTF8&psc=1;Angie Thomas;$10.79;1662;4.8 out of 5 stars
To Kill a Mockingbird;https://www.amazon.com/Kill-Mockingbird-Harper-Lee/dp/0060935464?_encoding=UTF8&psc=1;Harper Lee;$8.99;10382;4.7 out of 5 stars
Jesus Calling: Enjoying Peace in His Presence;https://www.amazon.com/Jesus-Calling-Enjoying-Peace-Presence/dp/1591451884?_encoding=UTF8&psc=1;Sarah Young;$9.72;16531;4.9 out of 5 stars
Social Security: The Inside Story, 2018 Silver Anniversary Edition;https://www.amazon.com/Social-Security-Inside-Silver-Anniversary/dp/1981651837?_encoding=UTF8&psc=1;Andy Landis;$17.96;1;5.0 out of 5 stars
The Going-To-Bed Book;https://www.amazon.com/Going-Bed-Book-Sandra-Boynton/dp/0671449028?_encoding=UTF8&psc=1;Sandra Boynton;$4.19;2461;4.7 out of 5 stars
The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat);https://www.amazon.com/Official-SAT-Study-Guide-2018/dp/1457309289?_encoding=UTF8&psc=1;The College Board;$19.79;211;4.5 out of 5 stars
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are;https://www.amazon.com/Gifts-Imperfection-Think-Supposed-Embrace/dp/159285849X?_encoding=UTF8&psc=1;Brené Brown;$8.99;3693;4.6 out of 5 stars
The Wild Robot Escapes;https://www.amazon.com/Wild-Robot-Escapes-Peter-Brown/dp/0316382043?_encoding=UTF8&psc=1;Peter Brown;$10.99;9;4.8 out of 5 stars
A Gentleman in Moscow: A Novel;https://www.amazon.com/Gentleman-Moscow-Novel-Amor-Towles/dp/0670026190?_encoding=UTF8&psc=1;Amor Towles;$16.20;7659;4.7 out of 5 stars
The Wrinkle in Time Quintet Boxed Set (A Wrinkle in Time, A Wind in the Door, A Swiftly Tilting Planet, Many Waters, An Acceptable Time);https://www.amazon.com/Wrinkle-Quintet-Swiftly-Tilting-Acceptable/dp/0312373511?_encoding=UTF8&psc=1;Madeleine L'Engle;$27.25;529;4.7 out of 5 stars
Guess How Much I Love You;https://www.amazon.com/Guess-How-Much-Love-You/dp/0763642649?_encoding=UTF8&psc=1;Sam McBratney;$5.49;2039;4.7 out of 5 stars
The Healing Power of Essential Oils: Soothe Inflammation, Boost Mood, Prevent Autoimmunity, and Feel Great in Every Way;https://www.amazon.com/Healing-Power-Essential-Oils-Inflammation/dp/1524761362?_encoding=UTF8&psc=1;Eric Zielinski D.C.;$10.98;248;4.8 out of 5 stars
